CPU Name,CPU Mark
AMD Phenom II X4 B70,2303
AMD Phenom II X4 B93,2159
AMD Phenom II X4 B95,2427
AMD Phenom II X4 B97,2559
AMD Phenom II X4 B99,2536
AMD Phenom II X6 1035T,3012
AMD Phenom II X6 1045T,3223
AMD Phenom II X6 1055T,3384
AMD Phenom II X6 1065T,3413
AMD Phenom II X6 1075T,3500
AMD Phenom II X6 1090T,3820
AMD Phenom II X6 1100T,3936
AMD Phenom II X6 1405T,3371
AMD Phenom II X620 Dual-Core,1262
AMD Phenom II X640 Dual-Core,1165
AMD Phenom II X920 Quad-Core,1669
AMD Phenom II X940 Quad-Core,1797
AMD Phenom X2 Dual-Core GE-5060,1566
AMD Phenom X2 Dual-Core GE-6060,1722
AMD Phenom X2 Dual-Core GE-7060,1010
AMD Phenom X2 Dual-Core GP-7730,884
AMD Phenom X3 8550,1151
AMD Phenom X4 Quad-Core GP-9500,1297
AMD Phenom X4 Quad-Core GP-9530,1228
AMD Phenom X4 Quad-Core GP-9600,1649
AMD Phenom X4 Quad-Core GP-9730,1784
AMD Phenom X4 Quad-Core GS-6560,1063
AMD PRO A10-8700B,2177
AMD PRO A10-8730B,2311
AMD PRO A10-8750B,3062
AMD PRO A10-8770,3550
AMD PRO A10-8770E,3001
AMD PRO A10-8850B,3752
AMD PRO A10-9700,3599
AMD PRO A10-9700B,2530
AMD PRO A10-9700E,3059
AMD PRO A12-8800B,2667
AMD PRO A12-8830B,2634
AMD PRO A12-8870,3809
AMD PRO A12-8870E,3010
AMD PRO A12-9800,3751
AMD PRO A12-9800B,2705
AMD PRO A12-9800E,3128
AMD PRO A4-3350B APU,1772
AMD PRO A4-4350B,1073
AMD PRO A4-8350B,1690
AMD PRO A6-7350B,1299
AMD PRO A6-8500B,1592
AMD PRO A6-8530B,1156
AMD PRO A6-8550B,1882
AMD PRO A6-8570,1918
AMD PRO A6-8570E,1571
AMD PRO A6-9500,1873
AMD PRO A6-9500B,1363
AMD PRO A6-9500E,1689
AMD PRO A8-8600B,2203
AMD PRO A8-8650B,3230
AMD PRO A8-8670E,3258
AMD PRO A8-9600,3318
AMD PRO A8-9600B,2195
AMD QC-4000,1155
AMD R-260H APU,954
AMD R-272F APU,1215
AMD R-460L APU,1538
AMD R-464L APU,1773
AMD RX-225FB,892
AMD RX-425BB,2637
AMD RX-427BB,2669
AMD Ryzen 3 1200,6268
AMD Ryzen 3 1300X,6925
AMD Ryzen 3 210,13473
AMD Ryzen 3 2200G,6735
AMD Ryzen 3 2200GE,5933
AMD Ryzen 3 2200U,3648
AMD Ryzen 3 2300U,5484
AMD Ryzen 3 2300X,7567
AMD Ryzen 3 3100,11530
AMD Ryzen 3 3200G,6998
AMD Ryzen 3 3200GE,7188
AMD Ryzen 3 3200U,3729
AMD Ryzen 3 3250C,3153
AMD Ryzen 3 3250U,3708
AMD Ryzen 3 3300U,5684
AMD Ryzen 3 3300X,12593
AMD Ryzen 3 3350U,5732
AMD Ryzen 3 4100,11049
AMD Ryzen 3 4300G,9951
AMD Ryzen 3 4300GE,11237
AMD Ryzen 3 4300U,7338
AMD Ryzen 3 5300G,13067
AMD Ryzen 3 5300GE,12870
AMD Ryzen 3 5300U,9435
AMD Ryzen 3 5400U,11002
AMD Ryzen 3 5425U,11265
AMD Ryzen 3 7320C,8193
AMD Ryzen 3 7320U,8610
AMD Ryzen 3 7330U,10507
AMD Ryzen 3 7335U,12495
AMD Ryzen 3 7440U,13100
AMD Ryzen 3 8300G,14113
AMD Ryzen 3 8300GE,13568
AMD Ryzen 3 8440U,11957
AMD Ryzen 3 PRO 1200,5429
AMD Ryzen 3 PRO 1300,7084
AMD Ryzen 3 PRO 210,12155
AMD Ryzen 3 PRO 2100GE,4065
AMD Ryzen 3 PRO 2200G,6676
AMD Ryzen 3 PRO 2200GE,5960
AMD Ryzen 3 PRO 2300U,5628
AMD Ryzen 3 PRO 3200G,6497
AMD Ryzen 3 PRO 3200GE,6799
AMD Ryzen 3 PRO 3300U,5831
AMD Ryzen 3 PRO 4200G,10831
AMD Ryzen 3 PRO 4200GE,10930
AMD Ryzen 3 PRO 4350G,10948
AMD Ryzen 3 PRO 4350GE,10938
AMD Ryzen 3 PRO 4355GE,10693
AMD Ryzen 3 PRO 4450U,9470
AMD Ryzen 3 PRO 5350G,13787
AMD Ryzen 3 PRO 5350GE,12627
AMD Ryzen 3 PRO 5355G,14033
AMD Ryzen 3 PRO 5355GE,12761
AMD Ryzen 3 PRO 5450U,10804
AMD Ryzen 3 PRO 5475U,11141
AMD Ryzen 3 PRO 7330U,12461
AMD Ryzen 3 PRO 7335U,12267
AMD Ryzen 3 PRO 8300G,14540
AMD Ryzen 3 PRO 8300GE,14491
AMD Ryzen 5 1400,7737
AMD Ryzen 5 1500X,9075
AMD Ryzen 5 1600,12259
AMD Ryzen 5 1600X,13017
AMD Ryzen 5 220,18747
AMD Ryzen 5 230,20050
AMD Ryzen 5 240,22986
AMD Ryzen 5 2400G,8729
AMD Ryzen 5 2400GE,7237
AMD Ryzen 5 2500U,6495
AMD Ryzen 5 2500X,9391
AMD Ryzen 5 2600,13144
AMD Ryzen 5 2600E,12346
AMD Ryzen 5 2600H,8002
AMD Ryzen 5 2600X,13874
AMD Ryzen 5 3350G,8922
AMD Ryzen 5 3350GE,9049
AMD Ryzen 5 3400G,9199
AMD Ryzen 5 3400GE,8811
AMD Ryzen 5 3450U,6554
AMD Ryzen 5 3500,12785
AMD Ryzen 5 3500C,5692
AMD Ryzen 5 3500U,6831
AMD Ryzen 5 3500X,13162
AMD Ryzen 5 3550H,7681
AMD Ryzen 5 3550U,7681
AMD Ryzen 5 3580U,7142
AMD Ryzen 5 3580U with Radeon Vega Mobile Gfx,8491
AMD Ryzen 5 3600,17682
AMD Ryzen 5 3600X,18134
AMD Ryzen 5 3600XT,18545
AMD Ryzen 5 40,10081
AMD Ryzen 5 4400G,17160
AMD Ryzen 5 4500,16033
AMD Ryzen 5 4500U,10692
AMD Ryzen 5 4600G,15986
AMD Ryzen 5 4600GE,15889
AMD Ryzen 5 4600H,14175
AMD Ryzen 5 4600HS,14349
AMD Ryzen 5 4600U,13069
AMD Ryzen 5 5500,19305
AMD Ryzen 5 5500GT,18896
AMD Ryzen 5 5500H,11431
AMD Ryzen 5 5500U,12724
AMD Ryzen 5 5500X3D,20420
AMD Ryzen 5 5560U,15197
AMD Ryzen 5 5600,21550
AMD Ryzen 5 5600F,18256
AMD Ryzen 5 5600G,19694
AMD Ryzen 5 5600GE,18013
AMD Ryzen 5 5600GT,20302
AMD Ryzen 5 5600H,16504
AMD Ryzen 5 5600T,22038
AMD Ryzen 5 5600U,15062
AMD Ryzen 5 5600X,21844
AMD Ryzen 5 5600X3D,21861
AMD Ryzen 5 5600XT,22268
AMD Ryzen 5 5625U,14680
AMD Ryzen 5 6600H,18516
AMD Ryzen 5 6600HS Creator Edition,17674
AMD Ryzen 5 6600U,16896
AMD Ryzen 5 7235HS,12405
AMD Ryzen 5 7400,19177
AMD Ryzen 5 7400F,25629
AMD Ryzen 5 7430U,15985
AMD Ryzen 5 7500F,26676
AMD Ryzen 5 7500X3D,25271
AMD Ryzen 5 7520C,8104
AMD Ryzen 5 7520U,9044
AMD Ryzen 5 7530U,15315
AMD Ryzen 5 7533HS,15119
AMD Ryzen 5 7535H,14065
AMD Ryzen 5 7535HS,17789
AMD Ryzen 5 7535U,16878
AMD Ryzen 5 7540U,18627
AMD Ryzen 5 7545U,20232
AMD Ryzen 5 7600,27014
AMD Ryzen 5 7600X,28320
AMD Ryzen 5 7600X3D,25768
AMD Ryzen 5 7640HS,22958
AMD Ryzen 5 7640U,20722
AMD Ryzen 5 7645HX,26097
AMD Ryzen 5 8400F,24516
AMD Ryzen 5 8500G,21476
AMD Ryzen 5 8500GE,21186
AMD Ryzen 5 8540U,18414
AMD Ryzen 5 8600G,25232
AMD Ryzen 5 8640HS,19828
AMD Ryzen 5 8640U,20170
AMD Ryzen 5 8645HS,22269
AMD Ryzen 5 9500F,28497
AMD Ryzen 5 9600,29234
AMD Ryzen 5 9600X,29996
AMD Ryzen 5 Microsoft Surface Edition,7243
AMD Ryzen 5 PRO 1500,9062
AMD Ryzen 5 PRO 1600,11875
AMD Ryzen 5 PRO 215,17949
AMD Ryzen 5 PRO 220,19889
AMD Ryzen 5 PRO 230,19675
AMD Ryzen 5 PRO 2400G,8539
AMD Ryzen 5 PRO 2400GE,7787
AMD Ryzen 5 PRO 2500U,6602
AMD Ryzen 5 PRO 2600,13330
AMD Ryzen 5 PRO 3350G,9110
AMD Ryzen 5 PRO 3350GE,9643
AMD Ryzen 5 PRO 3400G,9046
AMD Ryzen 5 PRO 3400GE,7681
AMD Ryzen 5 PRO 3500U,6930
AMD Ryzen 5 PRO 3600,17182
AMD Ryzen 5 PRO 4400G,16401
AMD Ryzen 5 PRO 4400GE,14795
AMD Ryzen 5 PRO 4500U,12117
AMD Ryzen 5 PRO 4650G,16052
AMD Ryzen 5 PRO 4650GE,15315
AMD Ryzen 5 PRO 4650U,12066
AMD Ryzen 5 PRO 4655G,16289
AMD Ryzen 5 PRO 4655GE,14015
AMD Ryzen 5 PRO 5645,21904
AMD Ryzen 5 PRO 5650G,20457
AMD Ryzen 5 PRO 5650GE,18137
AMD Ryzen 5 PRO 5650U,14209
AMD Ryzen 5 PRO 5655G,19739
AMD Ryzen 5 PRO 5655GE,18098
AMD Ryzen 5 PRO 5675U,14202
AMD Ryzen 5 PRO 6650H,18079
AMD Ryzen 5 PRO 6650U,16255
AMD Ryzen 5 PRO 7445,22819
AMD Ryzen 5 PRO 7530U,14063
AMD Ryzen 5 Pro 7535U,16186
AMD Ryzen 5 PRO 7540U,17489
AMD Ryzen 5 PRO 7545U,19383
AMD Ryzen 5 PRO 7640HS,22132
AMD Ryzen 5 PRO 7640U,21287
AMD Ryzen 5 PRO 7645,27565
AMD Ryzen 5 PRO 8500G,21997
AMD Ryzen 5 PRO 8500GE,21626
AMD Ryzen 5 PRO 8540U,18315
AMD Ryzen 5 PRO 8600G,25138
AMD Ryzen 5 PRO 8600GE,23749
AMD Ryzen 5 PRO 8640HS,21214
AMD Ryzen 5 PRO 8640U,22373
AMD Ryzen 5 PRO 8645HS,23227
AMD Ryzen 5 PRO 9645,31485
AMD Ryzen 7 1700,14766
AMD Ryzen 7 1700X,15624
AMD Ryzen 7 1800X,16298
AMD Ryzen 7 250,25536
AMD Ryzen 7 255,29953
AMD Ryzen 7 260,28404
AMD Ryzen 7 2700,15629
AMD Ryzen 7 2700E,14657
AMD Ryzen 7 2700U,6819
AMD Ryzen 7 2700X,17446
AMD Ryzen 7 2800H,8170
AMD Ryzen 7 3700C,6714
AMD Ryzen 7 3700U,7037
AMD Ryzen 7 3700X,22424
AMD Ryzen 7 3750H,7979
AMD Ryzen 7 3780U,7483
AMD Ryzen 7 3800X,23000
AMD Ryzen 7 3800XT,23440
AMD Ryzen 7 4700G,20148
AMD Ryzen 7 4700GE,19636
AMD Ryzen 7 4700U,13165
AMD Ryzen 7 4800H,18056
AMD Ryzen 7 4800HS,18019
AMD Ryzen 7 4800U,16424
AMD Ryzen 7 4850U Mobile,17110
AMD Ryzen 7 4980U Microsoft Surface Edition,17469
AMD Ryzen 7 5700,24299
AMD Ryzen 7 5700G,24344
AMD Ryzen 7 5700GE,21484
AMD Ryzen 7 5700U,15486
AMD Ryzen 7 5700X,26602
AMD Ryzen 7 5700X3D,26305
AMD Ryzen 7 5800,25729
AMD Ryzen 7 5800H,20665
AMD Ryzen 7 5800HS,19477
AMD Ryzen 7 5800HS Creator Edition,17636
AMD Ryzen 7 5800U,18056
AMD Ryzen 7 5800X,27706
AMD Ryzen 7 5800X3D,28296
AMD Ryzen 7 5800XT,28011
AMD Ryzen 7 5825C,14561
AMD Ryzen 7 5825U,18036
AMD Ryzen 7 6800H,22904
AMD Ryzen 7 6800HS,22625
AMD Ryzen 7 6800HS Creator Edition,21373
AMD Ryzen 7 6800U,20706
AMD Ryzen 7 6810U,22741
AMD Ryzen 7 7435H,22804
AMD Ryzen 7 7435HS,23070
AMD Ryzen 7 7445HS,19118
AMD Ryzen 7 7700,34399
AMD Ryzen 7 7700G,32432
AMD Ryzen 7 7700X,35593
AMD Ryzen 7 7730U,17682
AMD Ryzen 7 7735H,23474
AMD Ryzen 7 7735HS,22791
AMD Ryzen 7 7735U,20503
AMD Ryzen 7 7736U,21696
AMD Ryzen 7 7745HX,32527
AMD Ryzen 7 7800X3D,34291
AMD Ryzen 7 7840H,27800
AMD Ryzen 7 7840HS,28494
AMD Ryzen 7 7840HX,42758
AMD Ryzen 7 7840S,23290
AMD Ryzen 7 7840U,24519
AMD Ryzen 7 8700F,31250
AMD Ryzen 7 8700G,31676
AMD Ryzen 7 8745H,29423
AMD Ryzen 7 8745HS,29043
AMD Ryzen 7 8745HX,31243
AMD Ryzen 7 8840HS,25090
AMD Ryzen 7 8840HX,42922
AMD Ryzen 7 8840U,23432
AMD Ryzen 7 8845H,26860
AMD Ryzen 7 8845HS,28464
AMD Ryzen 7 9700X,37116
AMD Ryzen 7 9800X3D,39971
AMD Ryzen 7 Extreme Edition,16224
AMD Ryzen 7 H 250,24508
AMD Ryzen 7 H 255,28706
AMD Ryzen 7 H 260,29385
AMD Ryzen 7 PRO 1700,14699
AMD Ryzen 7 PRO 1700X,15570
AMD Ryzen 7 PRO 250,21560
AMD Ryzen 7 PRO 2700,15304
AMD Ryzen 7 PRO 2700U,7004
AMD Ryzen 7 PRO 2700X,16959
AMD Ryzen 7 PRO 3700,22752
AMD Ryzen 7 PRO 3700U,7193
AMD Ryzen 7 PRO 4700G,19715
AMD Ryzen 7 PRO 4750G,20212
AMD Ryzen 7 PRO 4750GE,18409
AMD Ryzen 7 PRO 4750U,14757
AMD Ryzen 7 PRO 5750G,23846
AMD Ryzen 7 PRO 5750GE,21046
AMD Ryzen 7 PRO 5755G,24216
AMD Ryzen 7 PRO 5755GE,20870
AMD Ryzen 7 PRO 5800H,19461
AMD Ryzen 7 PRO 5845,26054
AMD Ryzen 7 PRO 5850U,16796
AMD Ryzen 7 PRO 5875U,16668
AMD Ryzen 7 PRO 6850H,23442
AMD Ryzen 7 PRO 6850HS,22322
AMD Ryzen 7 PRO 6850U,20516
AMD Ryzen 7 PRO 6860Z,20084
AMD Ryzen 7 PRO 7730U,18196
AMD Ryzen 7 Pro 7735U,18465
AMD Ryzen 7 PRO 7745,34827
AMD Ryzen 7 PRO 7840HS,26813
AMD Ryzen 7 PRO 7840U,24491
AMD Ryzen 7 PRO 8700G,31135
AMD Ryzen 7 PRO 8700GE,28352
AMD Ryzen 7 PRO 8840H,27994
AMD Ryzen 7 PRO 8840HS,26857
AMD Ryzen 7 PRO 8840U,23945
AMD Ryzen 7 PRO 8845HS,29117
AMD Ryzen 7 PRO 9745,37218
AMD Ryzen 9 270,29457
AMD Ryzen 9 3900,30579
AMD Ryzen 9 3900X,32511
AMD Ryzen 9 3900XT,32511
AMD Ryzen 9 3950X,38505
AMD Ryzen 9 4900H,18888
AMD Ryzen 9 4900HS,18790
AMD Ryzen 9 4950U Mobile,16290
AMD Ryzen 9 5900,33928
AMD Ryzen 9 5900H,13510
AMD Ryzen 9 5900HS,21196
AMD Ryzen 9 5900HS Creator Edition,18169
AMD Ryzen 9 5900HX,22168
AMD Ryzen 9 5900X,38951
AMD Ryzen 9 5900XT,44100
AMD Ryzen 9 5950X,45343
AMD Ryzen 9 5980HS,20257
AMD Ryzen 9 5980HX,23219
AMD Ryzen 9 6900HS,23022
AMD Ryzen 9 6900HS Creator Edition,21158
AMD Ryzen 9 6900HX,24207
AMD Ryzen 9 7845HX,44896
AMD Ryzen 9 7900,48135
AMD Ryzen 9 7900X,51311
AMD Ryzen 9 7900X3D,50223
AMD Ryzen 9 7940H,29151
AMD Ryzen 9 7940HS,29954
AMD Ryzen 9 7940HX,53587
AMD Ryzen 9 7945HX,54321
AMD Ryzen 9 7945HX3D,57844
AMD Ryzen 9 7950X,62258
AMD Ryzen 9 7950X3D,62323
AMD Ryzen 9 8940HX,51078
AMD Ryzen 9 8945H,30216
AMD Ryzen 9 8945HS,29581
AMD Ryzen 9 8945HX,52272
AMD Ryzen 9 9850HX,51665
AMD Ryzen 9 9900X,54501
AMD Ryzen 9 9900X3D,56276
AMD Ryzen 9 9950X,65855
AMD Ryzen 9 9950X3D,70154
AMD Ryzen 9 9950X3D2,71585
AMD Ryzen 9 9955HX,55835
AMD Ryzen 9 9955HX3D,62123
AMD Ryzen 9 PRO 3900,31246
AMD Ryzen 9 PRO 5945,34549
AMD Ryzen 9 PRO 6950H,23800
AMD Ryzen 9 PRO 6950HS,22647
AMD Ryzen 9 PRO 7940HS,27418
AMD Ryzen 9 PRO 7945,46904
AMD Ryzen 9 PRO 8945HS,30759
AMD Ryzen 9 PRO 9945,48288
AMD Ryzen AI 5 330,12905
AMD Ryzen AI 5 330 w/ Radeon 890M,13845
AMD Ryzen AI 5 340,19659
AMD Ryzen AI 5 430 w/ Radeon 840M,13958
AMD Ryzen AI 5 PRO 340,19422
AMD Ryzen AI 7 350,24934
AMD Ryzen AI 7 H 350,26658
AMD Ryzen AI 7 PRO 350,24043
AMD Ryzen AI 7 PRO 360,22106
AMD Ryzen AI 7 PRO 450 w/ Radeon 860M,28035
AMD Ryzen AI 9 365,30299
AMD Ryzen AI 9 H 365,30235
AMD Ryzen AI 9 HX 370,35104
AMD Ryzen AI 9 HX 375,34763
AMD Ryzen AI 9 HX 470,34906
AMD Ryzen AI 9 HX PRO 370,32904
AMD Ryzen AI 9 HX PRO 375,33537
AMD Ryzen AI Max 385,32622
AMD Ryzen AI Max 390,42070
AMD Ryzen AI Max Pro 380,24431
AMD Ryzen AI Max Pro 385,31508
AMD Ryzen AI Max Pro 390,43237
AMD RYZEN AI MAX+ 388,31702
AMD Ryzen AI Max+ 395,55009
AMD Ryzen AI Max+ Pro 395,51788
AMD Ryzen AI Z2 Extreme,22134
AMD Ryzen Embedded R1305G,3142
AMD Ryzen Embedded R1505G,3783
AMD Ryzen Embedded R1600,3276
AMD Ryzen Embedded R1606G,4116
AMD Ryzen Embedded R2312,3952
AMD Ryzen Embedded R2314,5970
AMD Ryzen Embedded R2514,6731
AMD Ryzen Embedded R2544,8486
AMD Ryzen Embedded V1202B,3512
AMD Ryzen Embedded V1404I,6007
AMD Ryzen Embedded V1500B,4513
AMD Ryzen Embedded V1605B,6724
AMD Ryzen Embedded V1756B,8053
AMD Ryzen Embedded V1780B,7800
AMD Ryzen Embedded V1807B,8069
AMD Ryzen Embedded V1807F,7775
AMD Ryzen Embedded V2516,13175
AMD Ryzen Embedded V2546,10912
AMD Ryzen Embedded V2718,15831
AMD Ryzen Embedded V2748,18434
AMD Ryzen Embedded V2A46,4999
AMD Ryzen Embedded V3C14,11882
AMD Ryzen Embedded V3C18I,13856
AMD Ryzen Embedded V3C48,20203
AMD Ryzen Threadripper 1900X,16843
AMD Ryzen Threadripper 1920,22066
AMD Ryzen Threadripper 1920X,23141
AMD Ryzen Threadripper 1950X,27525
AMD Ryzen Threadripper 2920X,25152
AMD Ryzen Threadripper 2950X,29460
AMD Ryzen Threadripper 2970WX,30954
AMD Ryzen Threadripper 2990WX,31923
AMD Ryzen Threadripper 2990X,25874
AMD Ryzen Threadripper 3960X,54763
AMD Ryzen Threadripper 3970X,62919
AMD Ryzen Threadripper 3990X,79718
AMD Ryzen Threadripper 7960X,83584
AMD Ryzen Threadripper 7970X,99201
AMD Ryzen Threadripper 7980X,136030
AMD Ryzen Threadripper 9960X 24-Cores,92657
AMD Ryzen Threadripper 9970X,107279
AMD Ryzen Threadripper 9980X,142585
AMD Ryzen Threadripper PRO 3945WX,33453
AMD Ryzen Threadripper PRO 3955WX,39928
AMD Ryzen Threadripper PRO 3975WX,62275
AMD Ryzen Threadripper PRO 3995WX,83279
AMD Ryzen Threadripper PRO 5945WX,40128
AMD Ryzen Threadripper PRO 5955WX,48824
AMD Ryzen Threadripper PRO 5965WX,66638
AMD Ryzen Threadripper PRO 5975WX,75012
AMD Ryzen Threadripper PRO 5995WX,94959
AMD Ryzen Threadripper PRO 7945WX,49756
AMD Ryzen Threadripper PRO 7955WX,60053
AMD Ryzen Threadripper PRO 7965WX,82250
AMD Ryzen Threadripper PRO 7975WX,95891
AMD Ryzen Threadripper PRO 7985WX,132610
AMD Ryzen Threadripper PRO 7995WX,143785
AMD Ryzen Threadripper PRO 9945WX,56471
AMD Ryzen Threadripper PRO 9955WX,67444
AMD Ryzen Threadripper PRO 9965WX,93115
AMD Ryzen Threadripper PRO 9975WX,106464
AMD Ryzen Threadripper PRO 9985WX,153064
AMD Ryzen Threadripper PRO 9995WX,175815
AMD Ryzen Z1,18433
AMD Ryzen Z1 Extreme,24697
AMD Ryzen Z2,26237
AMD Ryzen Z2 A,10188
AMD Ryzen Z2 Extreme,24177
AMD Ryzen Z2 Go,12119
AMD Sempron 130,511
AMD Sempron 140,511
AMD Sempron 145,540
AMD Sempron 150,597
AMD Sempron 200U,125
AMD Sempron 210U,267
AMD Sempron 2200+,184
AMD Sempron 2300+,207
AMD Sempron 240,1278
AMD Sempron 2400+,205
AMD Sempron 2500+,207
AMD Sempron 2600+,253
AMD Sempron 2650 APU,534
AMD Sempron 2800+,243
AMD Sempron 3000+,299
AMD Sempron 3100+,298
AMD Sempron 3200+,251
AMD Sempron 3300+,315
AMD Sempron 3400+,292
AMD Sempron 3500+,232
AMD Sempron 3600+,337
AMD Sempron 3800+,360
AMD Sempron 3850 APU,1168
AMD Sempron Dual Core 2100,506
AMD Sempron Dual Core 2200,563
AMD Sempron Dual Core 2300,555
AMD Sempron LE-1100,315
AMD Sempron LE-1150,251
AMD Sempron LE-1200,349
AMD Sempron LE-1250,301
AMD Sempron LE-1300,417
AMD Sempron M100,332
AMD Sempron M120,281
AMD Sempron SI-40,288
AMD Sempron SI-42,245
AMD Sempron X2 180,826
AMD Sempron X2 190,879
AMD Sempron X2 198 Dual-Core,930
AMD Turion 64 Mobile MK-36,334
AMD Turion 64 Mobile MK-38,362
AMD Turion 64 Mobile ML-28,254
AMD Turion 64 Mobile ML-30,277
AMD Turion 64 Mobile ML-32,285
AMD Turion 64 Mobile ML-34,319
AMD Turion 64 Mobile ML-37,334
AMD Turion 64 Mobile ML-40,336
AMD Turion 64 Mobile ML-42,400
AMD Turion 64 Mobile ML-44,384
AMD Turion 64 Mobile MT-30,246
AMD Turion 64 Mobile MT-32,286
AMD Turion 64 Mobile MT-34,279
AMD Turion 64 Mobile MT-37,274
AMD Turion 64 X2 Mobile TL-50,474
AMD Turion 64 X2 Mobile TL-52,534
AMD Turion 64 X2 Mobile TL-56,514
AMD Turion 64 X2 Mobile TL-58,485
AMD Turion 64 X2 Mobile TL-60,641
AMD Turion 64 X2 Mobile TL-62,668
AMD Turion 64 X2 Mobile TL-64,716
AMD Turion 64 X2 Mobile TL-66,716
AMD Turion 64 X2 Mobile TL-68,866
AMD Turion Dual-Core RM-70,561
AMD Turion Dual-Core RM-72,649
AMD Turion Dual-Core RM-74,588
AMD Turion Dual-Core RM-75,659
AMD Turion II Dual-Core Mobile M500,751
AMD Turion II Dual-Core Mobile M520,855
AMD Turion II Dual-Core Mobile M540,912
AMD Turion II N530 Dual-Core,855
AMD Turion II N550 Dual-Core,877
AMD Turion II Neo K625 Dual-Core,618
AMD Turion II Neo K685 Dual-Core,684
AMD Turion II Neo N40L Dual-Core,624
AMD Turion II Neo N54L Dual-Core,862
AMD Turion II P520 Dual-Core,870
AMD Turion II P540 Dual-Core,922
AMD Turion II P560 Dual-Core,913
AMD Turion II Ultra Dual-Core Mobile M600,955
AMD Turion II Ultra Dual-Core Mobile M620,814
AMD Turion II Ultra Dual-Core Mobile M640,1034
AMD Turion II Ultra Dual-Core Mobile M660,1011
AMD Turion Neo X2 Dual Core L625,468
AMD Turion X2 Dual Core L510,603
AMD Turion X2 Dual Core Mobile RM-70,497
AMD Turion X2 Dual Core Mobile RM-76,691
AMD Turion X2 Dual-Core Mobile RM-70,612
AMD Turion X2 Dual-Core Mobile RM-72,664
AMD Turion X2 Dual-Core Mobile RM-74,652
AMD Turion X2 Dual-Core Mobile RM-75,733
AMD Turion X2 Dual-Core Mobile RM-76,799
AMD Turion X2 Dual-Core Mobile RM-77,562
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,645
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,783
AMD TurionX2 Dual Core Mobile RM-70,536
AMD TurionX2 Dual Core Mobile RM-72,471
AMD TurionX2 Ultra DualCore Mobile ZM-85,841
AMD TurionX2 Ultra DualCore Mobile ZM-87,599
AMD V105,184
AMD V120,390
AMD V140,422
AMD V160,360
AMD Z-01,305
AMD Z-60 APU,262
Amlogic,655
Amlogic AMLA311D2,3522
Amlogic AMLS905D3,815
Amlogic AMLS905X2,754
Amlogic AMLS905X4,500
Amlogic AMLS905X5,1681
Amlogic AMLS905X5M,1046
Amlogic AMLT982,972
Ampere Altra Max,72121
Ampere ARM - 192 Core 3200 MHz,57444
AOSP ranchu,2270
ap201,565
Apple A11 Bionic,4438
Apple A12 Bionic,5036
Apple A12X Bionic,11034
Apple A12Z Bionic,9365
Apple A13 Bionic,5772
Apple A14 Bionic,8546
Apple A15 Bionic,9890
Apple A16,9972
Apple A16 Bionic,10906
Apple A17 Pro,12200
Apple A18,12452
Apple A18 Pro,12849
Apple A19,14575
Apple A19 Pro,14899
Apple A8,1533
Apple A8X,2385
Apple A9,2073
Apple A9X,2508
Apple M1 8 Core 3200 MHz,14139
Apple M1 Max 10 Core 3200 MHz,22152
Apple M1 Pro 10 Core 3200 MHz,21923
Apple M1 Pro 8 Core 3200 MHz,17210
Apple M1 Ultra 20 Core,41366
Apple M2 8 Core 3500 MHz,15648
Apple M2 Max 12 Core 3680 MHz,26840
Apple M2 Pro 10 Core 3480 MHz,21943
Apple M2 Pro 12 Core 3480 MHz,26712
Apple M2 Ultra 24 Core,50828
Apple M3 8 Core,19091
Apple M3 Max 14 Core,36540
Apple M3 Max 16 Core,41267
Apple M3 Pro 11 Core,24867
Apple M3 Pro 12 Core,24090
Apple M3 Ultra 28 Core,68704
Apple M3 Ultra 32 Core,72171
Apple M4 10 Core,23723
Apple M4 8 Core,20737
Apple M4 9 Core,22201
Apple M4 Max 14 Core,38576
Apple M4 Max 16 Core,44022
Apple M4 Pro 12 Core,32806
Apple M4 Pro 14 Core,38135
ARM - 10 Core 0 MHz,10088
ARM - 10 Core 2000 MHz,9787
ARM - 12 Core 0 MHz,14163
ARM - 12 Core 2000 MHz,16944
ARM - 16 Core 0 MHz,19753
ARM - 2 Core 0 MHz,2368
ARM - 20 Core 0 MHz,22504
ARM - 32 Core 2911 MHz,8132
ARM - 32 Core 3000 MHz,8376
ARM - 32 Core 3300 MHz,8684
ARM - 4 Core 0 MHz,5816
ARM - 4 Core 1800 MHz,3185
ARM - 4 Core 1804 MHz,3336
ARM - 4 Core 2016 MHz,3653
ARM - 6 Core 0 MHz,8515
ARM - 6 Core 1800 MHz,2039
ARM - 8 Core 0 MHz,8515
ARM - 8 Core 1766 MHz,4080
ARM - 8 Core 1800 MHz,3192
ARM - 8 Core 2208 MHz,2270
ARM - 8 Core 2424 MHz,8610
ARM Ampere-1 4 Core 0 MHz,3034
ARM Ampere-1a 192 Core 2600 MHz,47202
ARM Apple M1 (Virtual) 4 Core 0 MHz,10123
ARM Apple M1 Max (Virtual) 10 Core 0 MHz,21197
